"name","info","season","club","nation.","pass","app","pos.","avg_pass"
" Christian Eriksen","Denmark","2014/15"," Tottenham Hotspur  "," Denmark",1977,38,"MF",52.0263157894737
" Christian Eriksen","Denmark","2015/16"," Tottenham Hotspur  "," Denmark",1841,35,"MF",52.6
" Christian Poulsen","Denmark","2010/11","  - "," Denmark",477,12,"MF",39.75
" Christian Wilhelmsson","Sweden","2007/08","  - "," Sweden",74,8,"MF",9.25
" Claude Makelele","France","2006/07","  - "," France",1445,29,"MF",49.8275862068966
" Claude Makelele","France","2007/08","  - "," France",795,18,"MF",44.1666666666667
" Claudio Reyna","United States","2006/07","  - "," United States",451,15,"MF",30.0666666666667
" Claudio Yacob","Argentina","2012/13"," West Bromwich Albion  "," Argentina",1244,30,"MF",41.4666666666667
" Claudio Yacob","Argentina","2013/14"," West Bromwich Albion  "," Argentina",951,27,"MF",35.2222222222222
" Claudio Yacob","Argentina","2014/15"," West Bromwich Albion  "," Argentina",534,20,"MF",26.7
" Claudio Yacob","Argentina","2015/16"," West Bromwich Albion  "," Argentina",1092,34,"MF",32.1176470588235
" Claus Jensen","Denmark","2006/07","  - "," Denmark",389,12,"MF",32.4166666666667
" Conor Coady","England","2012/13","  - "," England",4,1,"MF",4
" Craig Eastmond","England","2009/10","  - "," England",104,4,"MF",26
" Craig Gardner","England","2006/07","  - "," England",269,13,"MF",20.6923076923077
" Craig Gardner","England","2007/08","  - "," England",455,23,"MF",19.7826086956522
" Craig Gardner","England","2008/09","  - "," England",98,14,"MF",7
" Craig Gardner","England","2009/10","  - "," England",327,14,"MF",23.3571428571429
" Craig Gardner","England","2010/11","  - "," England",782,29,"MF",26.9655172413793
" Craig Gardner","England","2011/12","  - "," England",920,30,"MF",30.6666666666667
" Craig Gardner","England","2012/13","  - "," England",1274,33,"MF",38.6060606060606
" Craig Gardner","England","2013/14","  - "," England",280,18,"MF",15.5555555555556
" Craig Gardner","England","2014/15","  - "," England",1072,35,"MF",30.6285714285714
" Craig Gardner","England","2015/16","  - "," England",616,34,"MF",18.1176470588235
" Craig Noone","England","2013/14","  - "," England",230,17,"MF",13.5294117647059
" Cristian Riveros","Paraguay","2010/11","  - "," Paraguay",185,12,"MF",15.4166666666667
" Damien Duff","Ireland","2006/07","  - "," Ireland",512,22,"MF",23.2727272727273
" Damien Duff","Ireland","2007/08","  - "," Ireland",352,16,"MF",22
" Damien Duff","Ireland","2008/09","  - "," Ireland",876,30,"MF",29.2
" Damien Duff","Ireland","2009/10","  - "," Ireland",1052,32,"MF",32.875
" Damien Duff","Ireland","2010/11","  - "," Ireland",637,24,"MF",26.5416666666667
" Damien Duff","Ireland","2011/12","  - "," Ireland",716,28,"MF",25.5714285714286
" Damien Duff","Ireland","2012/13","  - "," Ireland",720,31,"MF",23.2258064516129
" Damien Duff","Ireland","2013/14","  - "," Ireland",193,15,"MF",12.8666666666667
" Damien Francis","Jamaica","2006/07","  - "," Jamaica",604,32,"MF",18.875
" Damien Johnson","Northern Ireland","2007/08","  - "," Northern Ireland",460,17,"MF",27.0588235294118
" Damien Johnson","Northern Ireland","2009/10","  - "," Northern Ireland",3,1,"MF",3
" Damien Plessis","France","2007/08","  - "," France",133,2,"MF",66.5
" Damien Plessis","France","2008/09","  - "," France",33,1,"MF",33
" Dan Gosling","England","2008/09","  - "," England",178,11,"MF",16.1818181818182
" Dan Gosling","England","2009/10","  - "," England",106,11,"MF",9.63636363636364
" Dan Gosling","England","2010/11","  - "," England",NA,1,"MF",NA
" Dan Gosling","England","2011/12","  - "," England",97,12,"MF",8.08333333333333
" Dan Gosling","England","2012/13","  - "," England",15,3,"MF",5
" Dan Gosling","England","2013/14","  - "," England",195,8,"MF",24.375
" Dan Gosling","England","2015/16"," AFC Bournemouth  "," England",1194,34,"MF",35.1176470588235
" Daniel Amartey","Ghana","2015/16"," Leicester City  "," Ghana",66,5,"MF",13.2
" Daniel Braaten","Norway","2007/08","  - "," Norway",37,6,"MF",6.16666666666667
" Daniel de Ridder","Netherlands","2007/08","  - "," Netherlands",170,10,"MF",17
" Daniel de Ridder","Netherlands","2008/09","  - "," Netherlands",224,18,"MF",12.4444444444444
" Daniel Drinkwater","England","2014/15"," Leicester City  "," England",944,23,"MF",41.0434782608696
" Daniel Drinkwater","England","2015/16"," Leicester City  "," England",1984,35,"MF",56.6857142857143
" Danny Guthrie","England","2006/07","  - "," England",20,3,"MF",6.66666666666667
" Danny Guthrie","England","2007/08","  - "," England",700,25,"MF",28
" Danny Guthrie","England","2008/09","  - "," England",967,24,"MF",40.2916666666667
" Danny Guthrie","England","2010/11","  - "," England",457,14,"MF",32.6428571428571
" Danny Guthrie","England","2011/12","  - "," England",630,16,"MF",39.375
" Danny Guthrie","England","2012/13","  - "," England",807,21,"MF",38.4285714285714
" Danny Murphy","England","2006/07","  - "," England",281,12,"MF",23.4166666666667
" Danny Murphy","England","2007/08","  - "," England",1269,33,"MF",38.4545454545455
" Danny Murphy","England","2008/09","  - "," England",2154,38,"MF",56.6842105263158
" Danny Murphy","England","2009/10","  - "," England",1470,25,"MF",58.8
" Danny Murphy","England","2010/11","  - "," England",2330,37,"MF",62.972972972973
" Danny Murphy","England","2011/12","  - "," England",2159,36,"MF",59.9722222222222
" Darren Ambrose","England","2006/07","  - "," England",511,26,"MF",19.6538461538462
" Darren Fletcher","Scotland","2006/07","  - "," Scotland",854,24,"MF",35.5833333333333
" Darren Fletcher","Scotland","2007/08","  - "," Scotland",370,16,"MF",23.125
" Darren Fletcher","Scotland","2008/09","  - "," Scotland",1364,26,"MF",52.4615384615385
" Darren Fletcher","Scotland","2009/10","  - "," Scotland",1725,30,"MF",57.5
" Darren Fletcher","Scotland","2010/11","  - "," Scotland",1393,26,"MF",53.5769230769231
" Darren Fletcher","Scotland","2011/12","  - "," Scotland",476,8,"MF",59.5
" Darren Fletcher","Scotland","2012/13","  - "," Scotland",180,3,"MF",60
" Darren Fletcher","Scotland","2013/14","  - "," Scotland",669,12,"MF",55.75
" Darren Fletcher","Scotland","2014/15"," West Bromwich Albion  "," Scotland",858,26,"MF",33
" Darren Fletcher","Scotland","2015/16"," West Bromwich Albion  "," Scotland",1480,38,"MF",38.9473684210526
" Darren Pratley","England","2011/12","  - "," England",449,25,"MF",17.96
" Darron Gibson","Ireland","2008/09","  - "," Ireland",125,3,"MF",41.6666666666667
" Darron Gibson","Ireland","2009/10","  - "," Ireland",390,15,"MF",26
" Darron Gibson","Ireland","2010/11","  - "," Ireland",422,12,"MF",35.1666666666667
" Darron Gibson","Ireland","2011/12","  - "," Ireland",542,12,"MF",45.1666666666667
" Darron Gibson","Ireland","2012/13","  - "," Ireland",1140,23,"MF",49.5652173913044
" Darron Gibson","Ireland","2013/14","  - "," Ireland",22,1,"MF",22
" Darron Gibson","Ireland","2014/15","  - "," Ireland",356,9,"MF",39.5555555555556
" Darron Gibson","Ireland","2015/16","  - "," Ireland",181,7,"MF",25.8571428571429
" David Bentley","England","2006/07","  - "," England",1076,36,"MF",29.8888888888889
" David Bentley","England","2007/08","  - "," England",1134,37,"MF",30.6486486486486
" David Bentley","England","2008/09","  - "," England",750,25,"MF",30
" David Bentley","England","2009/10","  - "," England",391,15,"MF",26.0666666666667
" David Bentley","England","2010/11","  - "," England",364,15,"MF",24.2666666666667
" David Cotterill","Wales","2006/07","  - "," Wales",142,16,"MF",8.875
" David Cotterill","Wales","2007/08","  - "," Wales",25,2,"MF",12.5
" David Davis","England","2011/12","  - "," England",189,7,"MF",27
" David Dunn","England","2006/07","  - "," England",223,11,"MF",20.2727272727273
" David Dunn","England","2007/08","  - "," England",816,31,"MF",26.3225806451613
" David Dunn","England","2008/09","  - "," England",299,15,"MF",19.9333333333333
" David Dunn","England","2009/10","  - "," England",649,23,"MF",28.2173913043478
" David Dunn","England","2010/11","  - "," England",588,27,"MF",21.7777777777778
" David Dunn","England","2011/12","  - "," England",776,26,"MF",29.8461538461538
" David Edwards","Wales","2009/10","  - "," Wales",444,20,"MF",22.2
" David Edwards","Wales","2010/11","  - "," Wales",393,15,"MF",26.2
" David Edwards","Wales","2011/12","  - "," Wales",899,26,"MF",34.5769230769231
" David Fox","England","2011/12","  - "," England",1457,28,"MF",52.0357142857143
" David Fox","England","2012/13","  - "," England",13,2,"MF",6.5
" David Jones","England","2007/08","  - "," England",345,14,"MF",24.6428571428571
" David Jones","England","2009/10","  - "," England",661,20,"MF",33.05
" David Jones","England","2010/11","  - "," England",571,12,"MF",47.5833333333333
" David Jones","England","2011/12","  - "," England",662,16,"MF",41.375
" David Jones","England","2012/13","  - "," England",598,13,"MF",46
" David Jones","England","2014/15","  - "," England",1525,36,"MF",42.3611111111111
" David Meyler","Ireland","2009/10","  - "," Ireland",306,10,"MF",30.6
" David Meyler","Ireland","2010/11","  - "," Ireland",133,5,"MF",26.6
" David Meyler","Ireland","2011/12","  - "," Ireland",103,7,"MF",14.7142857142857
" David Meyler","Ireland","2012/13","  - "," Ireland",27,3,"MF",9
" David Meyler","Ireland","2013/14"," Hull City  "," Ireland",997,30,"MF",33.2333333333333
" David Meyler","Ireland","2014/15"," Hull City  "," Ireland",837,28,"MF",29.8928571428571
" David Pizarro","Chile","2011/12","  - "," Chile",137,5,"MF",27.4
" David Silva","Spain","2010/11"," Manchester City  "," Spain",1554,35,"MF",44.4
" David Silva","Spain","2011/12"," Manchester City  "," Spain",2020,36,"MF",56.1111111111111
" David Silva","Spain","2012/13"," Manchester City  "," Spain",1824,32,"MF",57
" David Silva","Spain","2013/14"," Manchester City  "," Spain",1869,27,"MF",69.2222222222222
" David Silva","Spain","2014/15"," Manchester City  "," Spain",2146,32,"MF",67.0625
" David Silva","Spain","2015/16"," Manchester City  "," Spain",1386,24,"MF",57.75
" David Thompson","England","2006/07","  - "," England",226,20,"MF",11.3
" David Vaughan","Wales","2010/11","  - "," Wales",1693,35,"MF",48.3714285714286
" David Vaughan","Wales","2011/12","  - "," Wales",805,22,"MF",36.5909090909091
" David Vaughan","Wales","2012/13","  - "," Wales",390,24,"MF",16.25
" David Vaughan","Wales","2013/14","  - "," Wales",71,3,"MF",23.6666666666667
" Dean Hammond","England","2014/15","  - "," England",410,12,"MF",34.1666666666667
" Dean Marney","England","2008/09","  - "," England",820,31,"MF",26.4516129032258
" Dean Marney","England","2009/10","  - "," England",424,16,"MF",26.5
" Dean Marney","England","2014/15"," Burnley  "," England",880,20,"MF",44
" Dean Whitehead","England","2007/08","  - "," England",1180,27,"MF",43.7037037037037
" Dean Whitehead","England","2008/09","  - "," England",1542,34,"MF",45.3529411764706
" Dean Whitehead","England","2009/10","  - "," England",936,36,"MF",26
" Dean Whitehead","England","2010/11","  - "," England",1059,37,"MF",28.6216216216216
" Dean Whitehead","England","2011/12","  - "," England",969,33,"MF",29.3636363636364
" Dean Whitehead","England","2012/13","  - "," England",634,26,"MF",24.3846153846154
" Deco","Portugal","2008/09","  - "," Portugal",1308,24,"MF",54.5
" Deco","Portugal","2009/10","  - "," Portugal",918,19,"MF",48.3157894736842
" Dele Alli","England","2015/16"," Tottenham Hotspur  "," England",1083,33,"MF",32.8181818181818
" Demarai Gray","England","2015/16"," Leicester City  "," England",89,12,"MF",7.41666666666667
" Denilson","Brazil","2006/07","  - "," Brazil",304,10,"MF",30.4
" Denilson","Brazil","2007/08","  - "," Brazil",412,13,"MF",31.6923076923077
" Denilson","Brazil","2008/09","  - "," Brazil",2535,37,"MF",68.5135135135135
" Denilson","Brazil","2009/10","  - "," Brazil",1260,20,"MF",63
" Denilson","Brazil","2010/11","  - "," Brazil",652,16,"MF",40.75
" Dennis Rommedahl","Denmark","2006/07","  - "," Denmark",627,28,"MF",22.3928571428571
" Denny Landzaat","Netherlands","2006/07","  - "," Netherlands",1016,33,"MF",30.7878787878788
" Denny Landzaat","Netherlands","2007/08","  - "," Netherlands",658,19,"MF",34.6315789473684
" Derek Boateng","Ghana","2013/14","  - "," Ghana",69,3,"MF",23
" Dickson Etuhu","Nigeria","2007/08","  - "," Nigeria",522,20,"MF",26.1
" Dickson Etuhu","Nigeria","2008/09","  - "," Nigeria",885,21,"MF",42.1428571428571
" Dickson Etuhu","Nigeria","2009/10","  - "," Nigeria",679,20,"MF",33.95
" Dickson Etuhu","Nigeria","2010/11","  - "," Nigeria",949,28,"MF",33.8928571428571
" Dickson Etuhu","Nigeria","2011/12","  - "," Nigeria",565,22,"MF",25.6818181818182
" Didier Agathe","France","2006/07","  - "," France",50,5,"MF",10
" Didier Digard","France","2008/09","  - "," France",628,23,"MF",27.304347826087
" Didier Zokora","Cote D'Ivoire","2006/07","  - "," Cote D'Ivoire",1189,31,"MF",38.3548387096774
" Didier Zokora","Cote D'Ivoire","2007/08","  - "," Cote D'Ivoire",1200,28,"MF",42.8571428571429
" Didier Zokora","Cote D'Ivoire","2008/09","  - "," Cote D'Ivoire",1122,29,"MF",38.6896551724138
" Diego Poyet","Uruguay","2014/15","  - "," Uruguay",43,3,"MF",14.3333333333333
" Dietmar Hamann","Germany","2006/07","  - "," Germany",486,16,"MF",30.375
" Dietmar Hamann","Germany","2007/08","  - "," Germany",1341,29,"MF",46.2413793103448
" Dietmar Hamann","Germany","2008/09","  - "," Germany",302,9,"MF",33.5555555555556
" Dimitri Payet","France","2015/16","  - "," France",1269,30,"MF",42.3
" Diniyar Bilyaletdinov","Russia","2009/10","  - "," Russia",520,23,"MF",22.6086956521739
" Diniyar Bilyaletdinov","Russia","2010/11","  - "," Russia",312,26,"MF",12
" Diniyar Bilyaletdinov","Russia","2011/12","  - "," Russia",202,10,"MF",20.2
" Dirk Kuyt","Netherlands","2006/07","  - "," Netherlands",1065,34,"MF",31.3235294117647
" Dirk Kuyt","Netherlands","2007/08","  - "," Netherlands",937,32,"MF",29.28125
" Dirk Kuyt","Netherlands","2008/09","  - "," Netherlands",1505,38,"MF",39.6052631578947
" Dirk Kuyt","Netherlands","2009/10","  - "," Netherlands",1558,37,"MF",42.1081081081081
" Dirk Kuyt","Netherlands","2010/11","  - "," Netherlands",1386,33,"MF",42
" Dirk Kuyt","Netherlands","2011/12","  - "," Netherlands",1083,34,"MF",31.8529411764706
" Dominic Gape","England","2014/15","  - "," England",1,1,"MF",1
" Don Cowie","Scotland","2013/14","  - "," Scotland",354,18,"MF",19.6666666666667
" Douglas Rinaldi","Brazil","2006/07","  - "," Brazil",83,7,"MF",11.8571428571429
" Dusan Tadic","Serbia","2014/15"," Southampton  "," Serbia",856,31,"MF",27.6129032258065
" Dusan Tadic","Serbia","2015/16"," Southampton  "," Serbia",872,34,"MF",25.6470588235294
" Dwight Yorke","Trinidad And Tobago","2007/08","  - "," Trinidad And Tobago",702,20,"MF",35.1
" Dwight Yorke","Trinidad And Tobago","2008/09","  - "," Trinidad And Tobago",142,7,"MF",20.2857142857143
" Ebi Smolarek","Poland","2008/09","  - "," Poland",53,12,"MF",4.41666666666667
" Eddie Lewis","United States","2007/08","  - "," United States",544,24,"MF",22.6666666666667
" Eden Hazard","Belgium","2012/13"," Chelsea  "," Belgium",1523,34,"MF",44.7941176470588
" Eden Hazard","Belgium","2013/14"," Chelsea  "," Belgium",1542,35,"MF",44.0571428571429
" Eden Hazard","Belgium","2014/15"," Chelsea  "," Belgium",2217,38,"MF",58.3421052631579
" Eden Hazard","Belgium","2015/16"," Chelsea  "," Belgium",1415,31,"MF",45.6451612903226
" Edgar Davids","Netherlands","2006/07","  - "," Netherlands",242,9,"MF",26.8888888888889
" Eggert Jónsson","Iceland","2011/12","  - "," Iceland",86,3,"MF",28.6666666666667
" El Hadji Diouf","Senegal","2006/07","  - "," Senegal",801,33,"MF",24.2727272727273
" El Hadji Diouf","Senegal","2007/08","  - "," Senegal",911,34,"MF",26.7941176470588
" El Hadji Diouf","Senegal","2008/09","  - "," Senegal",779,28,"MF",27.8214285714286
" El Hadji Diouf","Senegal","2009/10","  - "," Senegal",684,26,"MF",26.3076923076923
" El Hadji Diouf","Senegal","2010/11","  - "," Senegal",562,20,"MF",28.1
" El-Hadji Ba","France","2013/14","  - "," France",10,1,"MF",10
" Elano","Brazil","2007/08","  - "," Brazil",1116,34,"MF",32.8235294117647
" Elano","Brazil","2008/09","  - "," Brazil",1149,28,"MF",41.0357142857143
" Elliot Grandin","France","2010/11","  - "," France",627,23,"MF",27.2608695652174
" Elliott Bennett","England","2011/12","  - "," England",652,33,"MF",19.7575757575758
" Elliott Bennett","England","2012/13","  - "," England",242,24,"MF",10.0833333333333
" Elliott Bennett","England","2013/14","  - "," England",32,2,"MF",16
" Emanuele Giaccherini","Italy","2013/14","  - "," Italy",492,24,"MF",20.5
" Emanuele Giaccherini","Italy","2014/15","  - "," Italy",167,8,"MF",20.875
" Emerse Faé","Cote D'Ivoire","2007/08","  - "," Cote D'Ivoire",106,8,"MF",13.25
" Emmanuel Frimpong","Ghana","2011/12","  - "," Ghana",298,11,"MF",27.0909090909091
" Emmanuel Frimpong","Ghana","2012/13","  - "," Ghana",119,6,"MF",19.8333333333333
" Emre","Turkey","2006/07","  - "," Turkey",962,24,"MF",40.0833333333333
" Emre","Turkey","2007/08","  - "," Turkey",339,14,"MF",24.2142857142857
" Emre Can","Germany","2014/15"," Liverpool  "," Germany",1282,27,"MF",47.4814814814815
" Emre Can","Germany","2015/16"," Liverpool  "," Germany",1793,30,"MF",59.7666666666667
" Eric Dier","England","2014/15"," Tottenham Hotspur  "," England",1229,28,"MF",43.8928571428571
" Eric Dier","England","2015/16"," Tottenham Hotspur  "," England",2084,37,"MF",56.3243243243243
" Eric Djemba-Djemba","Cameroon","2006/07","  - "," Cameroon",1,1,"MF",1
" Erik Lamela","Argentina","2013/14"," Tottenham Hotspur  "," Argentina",181,9,"MF",20.1111111111111
" Erik Lamela","Argentina","2014/15"," Tottenham Hotspur  "," Argentina",1132,33,"MF",34.3030303030303
" Erik Lamela","Argentina","2015/16"," Tottenham Hotspur  "," Argentina",985,34,"MF",28.9705882352941
" Esteban Cambiasso","Argentina","2014/15","  - "," Argentina",1119,31,"MF",36.0967741935484
" Esteban Granero","Spain","2012/13","  - "," Spain",977,24,"MF",40.7083333333333
" Etienne Capoue","France","2013/14","  - "," France",423,12,"MF",35.25
" Etienne Capoue","France","2014/15","  - "," France",714,12,"MF",59.5
