"name","info","season","club","nation.","pos.","df_value","pass","app","avg_pass","avg_df_value","df_stats"
" Per Mertesacker","Germany","2014/15"," Arsenal  "," Germany","DF",22,1776,35,50.7428571428571,0.628571428571429,"Blocks"
" Per Mertesacker","Germany","2015/16"," Arsenal  "," Germany","DF",10,1246,24,51.9166666666667,0.416666666666667,"Blocks"
" Peter Ramage","England","2006/07","  - "," England","DF",18,640,21,30.4761904761905,0.857142857142857,"Blocks"
" Peter Ramage","England","2007/08","  - "," England","DF",1,18,3,6,0.333333333333333,"Blocks"
" Phil Bardsley","Scotland","2006/07","  - "," Scotland","DF",4,417,13,32.0769230769231,0.307692307692308,"Blocks"
" Phil Bardsley","Scotland","2007/08","  - "," Scotland","DF",7,314,11,28.5454545454545,0.636363636363636,"Blocks"
" Phil Bardsley","Scotland","2008/09","  - "," Scotland","DF",12,1169,28,41.75,0.428571428571429,"Blocks"
" Phil Bardsley","Scotland","2009/10","  - "," Scotland","DF",11,626,26,24.0769230769231,0.423076923076923,"Blocks"
" Phil Bardsley","Scotland","2010/11","  - "," Scotland","DF",15,1164,34,34.2352941176471,0.441176470588235,"Blocks"
" Phil Bardsley","Scotland","2011/12","  - "," Scotland","DF",18,1174,31,37.8709677419355,0.580645161290323,"Blocks"
" Phil Bardsley","Scotland","2012/13","  - "," Scotland","DF",7,442,18,24.5555555555556,0.388888888888889,"Blocks"
" Phil Bardsley","Scotland","2013/14","  - "," Scotland","DF",21,874,26,33.6153846153846,0.807692307692308,"Blocks"
" Phil Bardsley","Scotland","2014/15"," Stoke City  "," Scotland","DF",15,719,25,28.76,0.6,"Blocks"
" Phil Bardsley","Scotland","2015/16"," Stoke City  "," Scotland","DF",8,300,11,27.2727272727273,0.727272727272727,"Blocks"
" Phil Jagielka","England","2006/07","  - "," England","DF",21,1216,38,32,0.552631578947368,"Blocks"
" Phil Jagielka","England","2007/08"," Everton  "," England","DF",26,1054,34,31,0.764705882352941,"Blocks"
" Phil Jagielka","England","2008/09"," Everton  "," England","DF",38,1228,34,36.1176470588235,1.11764705882353,"Blocks"
" Phil Jagielka","England","2009/10"," Everton  "," England","DF",9,517,12,43.0833333333333,0.75,"Blocks"
" Phil Jagielka","England","2010/11"," Everton  "," England","DF",33,1181,33,35.7878787878788,1,"Blocks"
" Phil Jagielka","England","2011/12"," Everton  "," England","DF",14,1246,30,41.5333333333333,0.466666666666667,"Blocks"
" Phil Jagielka","England","2012/13"," Everton  "," England","DF",33,1468,36,40.7777777777778,0.916666666666667,"Blocks"
" Phil Jagielka","England","2013/14"," Everton  "," England","DF",10,1415,26,54.4230769230769,0.384615384615385,"Blocks"
" Phil Jagielka","England","2014/15"," Everton  "," England","DF",39,1965,37,53.1081081081081,1.05405405405405,"Blocks"
" Phil Jagielka","England","2015/16"," Everton  "," England","DF",21,1036,21,49.3333333333333,1,"Blocks"
" Phil Jones","England","2009/10","  - "," England","DF",4,125,9,13.8888888888889,0.444444444444444,"Blocks"
" Phil Jones","England","2010/11","  - "," England","DF",15,683,26,26.2692307692308,0.576923076923077,"Blocks"
" Phil Jones","England","2011/12"," Manchester United  "," England","DF",12,1152,29,39.7241379310345,0.413793103448276,"Blocks"
" Phil Jones","England","2012/13"," Manchester United  "," England","DF",8,593,17,34.8823529411765,0.470588235294118,"Blocks"
" Phil Jones","England","2013/14"," Manchester United  "," England","DF",13,1076,26,41.3846153846154,0.5,"Blocks"
" Phil Jones","England","2014/15"," Manchester United  "," England","DF",6,1161,22,52.7727272727273,0.272727272727273,"Blocks"
" Phil Jones","England","2015/16"," Manchester United  "," England","DF",1,320,10,32,0.1,"Blocks"
" Philip Ifil","England","2006/07","  - "," England","DF",1,29,1,29,1,"Blocks"
" Philipp Wollscheid","Germany","2014/15","  - "," Germany","DF",3,468,12,39,0.25,"Blocks"
" Philipp Wollscheid","Germany","2015/16","  - "," Germany","DF",19,1220,31,39.3548387096774,0.612903225806452,"Blocks"
" Philippe Christanval","France","2006/07","  - "," France","DF",13,461,20,23.05,0.65,"Blocks"
" Philippe Christanval","France","2007/08","  - "," France","DF",NA,10,1,10,NA,"Blocks"
" Philippe Senderos","Switzerland","2006/07","  - "," Switzerland","DF",2,301,14,21.5,0.142857142857143,"Blocks"
" Philippe Senderos","Switzerland","2007/08","  - "," Switzerland","DF",3,594,17,34.9411764705882,0.176470588235294,"Blocks"
" Philippe Senderos","Switzerland","2009/10","  - "," Switzerland","DF",NA,24,2,12,NA,"Blocks"
" Philippe Senderos","Switzerland","2010/11","  - "," Switzerland","DF",NA,83,3,27.6666666666667,NA,"Blocks"
" Philippe Senderos","Switzerland","2011/12","  - "," Switzerland","DF",18,969,21,46.1428571428571,0.857142857142857,"Blocks"
" Philippe Senderos","Switzerland","2012/13","  - "," Switzerland","DF",8,671,21,31.952380952381,0.380952380952381,"Blocks"
" Philippe Senderos","Switzerland","2013/14","  - "," Switzerland","DF",14,420,12,35,1.16666666666667,"Blocks"
" Philippe Senderos","Switzerland","2014/15","  - "," Switzerland","DF",9,234,8,29.25,1.125,"Blocks"
" Radhi Jaidi","Tunisia","2007/08","  - "," Tunisia","DF",14,380,18,21.1111111111111,0.777777777777778,"Blocks"
" Radoslav Kovac","Czech Republic","2008/09","  - "," Czech Republic","DF",4,411,9,45.6666666666667,0.444444444444444,"Blocks"
" Radoslav Kovac","Czech Republic","2009/10","  - "," Czech Republic","DF",10,1182,31,38.1290322580645,0.32258064516129,"Blocks"
" Radoslav Kovac","Czech Republic","2010/11","  - "," Czech Republic","DF",4,264,13,20.3076923076923,0.307692307692308,"Blocks"
" Rafael","Brazil","2008/09","  - "," Brazil","DF",4,504,16,31.5,0.25,"Blocks"
" Rafael","Brazil","2009/10","  - "," Brazil","DF",1,368,8,46,0.125,"Blocks"
" Rafael","Brazil","2010/11","  - "," Brazil","DF",NA,522,16,32.625,NA,"Blocks"
" Rafael","Brazil","2011/12","  - "," Brazil","DF",2,616,12,51.3333333333333,0.166666666666667,"Blocks"
" Rafael","Brazil","2012/13","  - "," Brazil","DF",10,1210,28,43.2142857142857,0.357142857142857,"Blocks"
" Rafael","Brazil","2013/14","  - "," Brazil","DF",6,666,19,35.0526315789474,0.315789473684211,"Blocks"
" Rafael","Brazil","2014/15","  - "," Brazil","DF",2,334,10,33.4,0.2,"Blocks"
" Rafael Schmitz","Brazil","2007/08","  - "," Brazil","DF",5,256,15,17.0666666666667,0.333333333333333,"Blocks"
" Ramiro Funes Mori","Argentina","2015/16"," Everton  "," Argentina","DF",11,1238,28,44.2142857142857,0.392857142857143,"Blocks"
" Razvan Rat","Romania","2013/14","  - "," Romania","DF",8,511,15,34.0666666666667,0.533333333333333,"Blocks"
" Reece Burke","England","2014/15","  - "," England","DF",3,148,5,29.6,0.6,"Blocks"
" Reece Oxford","England","2015/16","  - "," England","DF",2,52,7,7.42857142857143,0.285714285714286,"Blocks"
" Ricardo Carvalho","Portugal","2006/07","  - "," Portugal","DF",17,1359,31,43.8387096774194,0.548387096774194,"Blocks"
" Ricardo Carvalho","Portugal","2007/08","  - "," Portugal","DF",16,910,21,43.3333333333333,0.761904761904762,"Blocks"
" Ricardo Carvalho","Portugal","2008/09","  - "," Portugal","DF",7,529,12,44.0833333333333,0.583333333333333,"Blocks"
" Ricardo Carvalho","Portugal","2009/10","  - "," Portugal","DF",18,1069,22,48.5909090909091,0.818181818181818,"Blocks"
" Ricardo Rocha","Portugal","2006/07","  - "," Portugal","DF",5,259,9,28.7777777777778,0.555555555555556,"Blocks"
" Ricardo Rocha","Portugal","2007/08","  - "," Portugal","DF",5,126,5,25.2,1,"Blocks"
" Ricardo Rocha","Portugal","2009/10","  - "," Portugal","DF",8,200,10,20,0.8,"Blocks"
" Richard Dunne","Ireland","2006/07","  - "," Ireland","DF",27,1260,38,33.1578947368421,0.710526315789474,"Blocks"
" Richard Dunne","Ireland","2007/08","  - "," Ireland","DF",39,1396,36,38.7777777777778,1.08333333333333,"Blocks"
" Richard Dunne","Ireland","2008/09","  - "," Ireland","DF",24,1173,31,37.8387096774194,0.774193548387097,"Blocks"
" Richard Dunne","Ireland","2009/10","  - "," Ireland","DF",50,1196,37,32.3243243243243,1.35135135135135,"Blocks"
" Richard Dunne","Ireland","2010/11","  - "," Ireland","DF",40,1165,32,36.40625,1.25,"Blocks"
" Richard Dunne","Ireland","2011/12","  - "," Ireland","DF",23,932,28,33.2857142857143,0.821428571428571,"Blocks"
" Richard Dunne","Ireland","2014/15","  - "," Ireland","DF",28,551,23,23.9565217391304,1.21739130434783,"Blocks"
" Richard Stearman","England","2009/10","  - "," England","DF",5,335,16,20.9375,0.3125,"Blocks"
" Richard Stearman","England","2010/11","  - "," England","DF",37,851,31,27.4516129032258,1.19354838709677,"Blocks"
" Richard Stearman","England","2011/12","  - "," England","DF",23,784,30,26.1333333333333,0.766666666666667,"Blocks"
" Rio Ferdinand","England","2006/07","  - "," England","DF",15,1662,33,50.3636363636364,0.454545454545455,"Blocks"
" Rio Ferdinand","England","2007/08","  - "," England","DF",26,1546,35,44.1714285714286,0.742857142857143,"Blocks"
" Rio Ferdinand","England","2008/09","  - "," England","DF",22,1275,24,53.125,0.916666666666667,"Blocks"
" Rio Ferdinand","England","2009/10","  - "," England","DF",4,612,13,47.0769230769231,0.307692307692308,"Blocks"
" Rio Ferdinand","England","2010/11","  - "," England","DF",8,908,19,47.7894736842105,0.421052631578947,"Blocks"
" Rio Ferdinand","England","2011/12","  - "," England","DF",21,1293,30,43.1,0.7,"Blocks"
" Rio Ferdinand","England","2012/13","  - "," England","DF",18,1299,28,46.3928571428571,0.642857142857143,"Blocks"
" Rio Ferdinand","England","2013/14","  - "," England","DF",7,576,14,41.1428571428571,0.5,"Blocks"
" Rio Ferdinand","England","2014/15","  - "," England","DF",9,372,11,33.8181818181818,0.818181818181818,"Blocks"
" Ritchie de Laet","Belgium","2008/09","  - "," Belgium","DF",NA,25,1,25,NA,"Blocks"
" Ritchie de Laet","Belgium","2009/10","  - "," Belgium","DF",1,103,2,51.5,0.5,"Blocks"
" Ritchie de Laet","Belgium","2011/12","  - "," Belgium","DF",4,142,6,23.6666666666667,0.666666666666667,"Blocks"
" Ritchie de Laet","Belgium","2014/15","  - "," Belgium","DF",13,619,26,23.8076923076923,0.5,"Blocks"
" Ritchie de Laet","Belgium","2015/16","  - "," Belgium","DF",11,218,12,18.1666666666667,0.916666666666667,"Blocks"
" Rob Edwards","Wales","2010/11","  - "," Wales","DF",3,46,2,23,1.5,"Blocks"
" Robert Huth","Germany","2006/07","  - "," Germany","DF",8,220,12,18.3333333333333,0.666666666666667,"Blocks"
" Robert Huth","Germany","2007/08","  - "," Germany","DF",7,148,13,11.3846153846154,0.538461538461538,"Blocks"
" Robert Huth","Germany","2008/09","  - "," Germany","DF",34,567,24,23.625,1.41666666666667,"Blocks"
" Robert Huth","Germany","2009/10","  - "," Germany","DF",23,588,32,18.375,0.71875,"Blocks"
" Robert Huth","Germany","2010/11","  - "," Germany","DF",32,625,35,17.8571428571429,0.914285714285714,"Blocks"
" Robert Huth","Germany","2011/12","  - "," Germany","DF",33,571,34,16.7941176470588,0.970588235294118,"Blocks"
" Robert Huth","Germany","2012/13","  - "," Germany","DF",33,684,35,19.5428571428571,0.942857142857143,"Blocks"
" Robert Huth","Germany","2013/14","  - "," Germany","DF",8,360,12,30,0.666666666666667,"Blocks"
" Robert Huth","Germany","2014/15","  - "," Germany","DF",12,265,15,17.6666666666667,0.8,"Blocks"
" Robert Huth","Germany","2015/16"," Leicester City  "," Germany","DF",34,810,35,23.1428571428571,0.971428571428571,"Blocks"
" Robert Kozluk","England","2006/07","  - "," England","DF",7,423,19,22.2631578947368,0.368421052631579,"Blocks"
" Roger Johnson","England","2009/10","  - "," England","DF",51,993,38,26.1315789473684,1.34210526315789,"Blocks"
" Roger Johnson","England","2010/11","  - "," England","DF",46,1104,38,29.0526315789474,1.21052631578947,"Blocks"
" Roger Johnson","England","2011/12","  - "," England","DF",33,736,27,27.2592592592593,1.22222222222222,"Blocks"
" Roger Johnson","England","2013/14","  - "," England","DF",2,83,4,20.75,0.5,"Blocks"
" Ron Vlaar","Netherlands","2012/13","  - "," Netherlands","DF",22,771,27,28.5555555555556,0.814814814814815,"Blocks"
" Ron Vlaar","Netherlands","2013/14","  - "," Netherlands","DF",19,1095,32,34.21875,0.59375,"Blocks"
" Ron Vlaar","Netherlands","2014/15","  - "," Netherlands","DF",9,630,20,31.5,0.45,"Blocks"
" Ronald Zubar","France","2009/10","  - "," France","DF",4,800,23,34.7826086956522,0.173913043478261,"Blocks"
" Ronald Zubar","France","2010/11","  - "," France","DF",6,532,15,35.4666666666667,0.4,"Blocks"
" Ronald Zubar","France","2011/12","  - "," France","DF",5,494,15,32.9333333333333,0.333333333333333,"Blocks"
" Ronnie Stam","Netherlands","2010/11","  - "," Netherlands","DF",3,808,25,32.32,0.12,"Blocks"
" Ronnie Stam","Netherlands","2011/12","  - "," Netherlands","DF",3,444,20,22.2,0.15,"Blocks"
" Ronnie Stam","Netherlands","2012/13","  - "," Netherlands","DF",NA,377,17,22.1764705882353,NA,"Blocks"
" Russell Martin","Scotland","2011/12","  - "," Scotland","DF",32,1137,33,34.4545454545455,0.96969696969697,"Blocks"
" Russell Martin","Scotland","2012/13","  - "," Scotland","DF",23,1060,31,34.1935483870968,0.741935483870968,"Blocks"
" Russell Martin","Scotland","2013/14","  - "," Scotland","DF",24,1321,31,42.6129032258064,0.774193548387097,"Blocks"
" Russell Martin","Scotland","2015/16","  - "," Scotland","DF",23,1118,30,37.2666666666667,0.766666666666667,"Blocks"
" Ryan Bennett","England","2011/12","  - "," England","DF",11,285,8,35.625,1.375,"Blocks"
" Ryan Bennett","England","2012/13","  - "," England","DF",10,309,15,20.6,0.666666666666667,"Blocks"
" Ryan Bennett","England","2013/14","  - "," England","DF",15,474,16,29.625,0.9375,"Blocks"
" Ryan Bennett","England","2015/16","  - "," England","DF",14,562,22,25.5454545454545,0.636363636363636,"Blocks"
" Ryan Bertrand","England","2010/11","  - "," England","DF",NA,21,1,21,NA,"Blocks"
" Ryan Bertrand","England","2011/12","  - "," England","DF",6,273,7,39,0.857142857142857,"Blocks"
" Ryan Bertrand","England","2012/13","  - "," England","DF",1,473,19,24.8947368421053,0.0526315789473684,"Blocks"
" Ryan Bertrand","England","2013/14","  - "," England","DF",6,596,17,35.0588235294118,0.352941176470588,"Blocks"
" Ryan Bertrand","England","2014/15","  - "," England","DF",8,1397,34,41.0882352941176,0.235294117647059,"Blocks"
" Ryan Bertrand","England","2015/16","  - "," England","DF",7,1121,32,35.03125,0.21875,"Blocks"
" Ryan Donk","Netherlands","2008/09","  - "," Netherlands","DF",8,310,16,19.375,0.5,"Blocks"
" Ryan Nelsen","New Zealand","2006/07","  - "," New Zealand","DF",8,415,12,34.5833333333333,0.666666666666667,"Blocks"
" Ryan Nelsen","New Zealand","2007/08","  - "," New Zealand","DF",15,770,22,35,0.681818181818182,"Blocks"
" Ryan Nelsen","New Zealand","2008/09","  - "," New Zealand","DF",29,1048,35,29.9428571428571,0.828571428571429,"Blocks"
" Ryan Nelsen","New Zealand","2009/10","  - "," New Zealand","DF",21,642,28,22.9285714285714,0.75,"Blocks"
" Ryan Nelsen","New Zealand","2010/11","  - "," New Zealand","DF",28,728,28,26,1,"Blocks"
" Ryan Nelsen","New Zealand","2011/12","  - "," New Zealand","DF",2,111,6,18.5,0.333333333333333,"Blocks"
" Ryan Nelsen","New Zealand","2012/13","  - "," New Zealand","DF",26,626,21,29.8095238095238,1.23809523809524,"Blocks"
" Ryan Shawcross","England","2008/09"," Stoke City  "," England","DF",32,413,29,14.2413793103448,1.10344827586207,"Blocks"
" Ryan Shawcross","England","2009/10"," Stoke City  "," England","DF",33,431,28,15.3928571428571,1.17857142857143,"Blocks"
" Ryan Shawcross","England","2010/11"," Stoke City  "," England","DF",29,686,36,19.0555555555556,0.805555555555556,"Blocks"
" Ryan Shawcross","England","2011/12"," Stoke City  "," England","DF",30,603,36,16.75,0.833333333333333,"Blocks"
" Ryan Shawcross","England","2012/13"," Stoke City  "," England","DF",39,905,37,24.4594594594595,1.05405405405405,"Blocks"
" Ryan Shawcross","England","2013/14"," Stoke City  "," England","DF",44,1269,37,34.2972972972973,1.18918918918919,"Blocks"
" Ryan Shawcross","England","2014/15"," Stoke City  "," England","DF",32,1141,32,35.65625,1,"Blocks"
" Ryan Shawcross","England","2015/16"," Stoke City  "," England","DF",19,592,20,29.6,0.95,"Blocks"
" Ryan Shotton","England","2010/11","  - "," England","DF",1,7,2,3.5,0.5,"Blocks"
" Ryan Shotton","England","2011/12","  - "," England","DF",3,349,23,15.1739130434783,0.130434782608696,"Blocks"
" Ryan Shotton","England","2012/13","  - "," England","DF",11,592,23,25.7391304347826,0.478260869565217,"Blocks"
" Ryan Taylor","England","2006/07","  - "," England","DF",3,392,16,24.5,0.1875,"Blocks"
" Ryan Taylor","England","2007/08","  - "," England","DF",5,345,17,20.2941176470588,0.294117647058824,"Blocks"
" Ryan Taylor","England","2008/09","  - "," England","DF",5,635,22,28.8636363636364,0.227272727272727,"Blocks"
" Ryan Taylor","England","2010/11","  - "," England","DF",2,76,6,12.6666666666667,0.333333333333333,"Blocks"
" Ryan Taylor","England","2011/12","  - "," England","DF",11,987,31,31.8387096774194,0.354838709677419,"Blocks"
" Ryan Taylor","England","2012/13","  - "," England","DF",NA,16,1,16,NA,"Blocks"
" Ryan Taylor","England","2014/15","  - "," England","DF",5,455,14,32.5,0.357142857142857,"Blocks"
" Sam Byram","England","2015/16"," West Ham United  "," England","DF",3,95,4,23.75,0.75,"Blocks"
" Sam Ricketts","Wales","2008/09","  - "," Wales","DF",12,854,29,29.448275862069,0.413793103448276,"Blocks"
" Sam Ricketts","Wales","2009/10","  - "," Wales","DF",16,561,27,20.7777777777778,0.592592592592593,"Blocks"
" Sam Ricketts","Wales","2010/11","  - "," Wales","DF",8,397,17,23.3529411764706,0.470588235294118,"Blocks"
" Sam Ricketts","Wales","2011/12","  - "," Wales","DF",9,647,20,32.35,0.45,"Blocks"
" Sami Hyypiä","Finland","2006/07","  - "," Finland","DF",5,1237,23,53.7826086956522,0.217391304347826,"Blocks"
" Sami Hyypiä","Finland","2007/08","  - "," Finland","DF",4,1018,27,37.7037037037037,0.148148148148148,"Blocks"
" Sami Hyypiä","Finland","2008/09","  - "," Finland","DF",6,669,16,41.8125,0.375,"Blocks"
" Santiago Vergini","Argentina","2013/14","  - "," Argentina","DF",4,443,11,40.2727272727273,0.363636363636364,"Blocks"
" Santiago Vergini","Argentina","2014/15","  - "," Argentina","DF",16,1142,31,36.8387096774194,0.516129032258065,"Blocks"
" Sascha Riether","Germany","2012/13","  - "," Germany","DF",13,1577,35,45.0571428571429,0.371428571428571,"Blocks"
" Sascha Riether","Germany","2013/14","  - "," Germany","DF",17,1247,31,40.2258064516129,0.548387096774194,"Blocks"
" Scott Dann","England","2009/10","  - "," England","DF",30,824,30,27.4666666666667,1,"Blocks"
" Scott Dann","England","2010/11","  - "," England","DF",16,681,20,34.05,0.8,"Blocks"
